Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Cần Thơ,Số người chết do AIDS,,,,,,,,,,4,28,14,82,47,38,,,,,,,,
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Hậu Giang,Số người chết do AIDS,,,,,,,,,,25,27,17,34,27,7,,,,,,,,
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Sóc Trăng,Số người chết do AIDS,,,,,,,,,,22,15,26,27,28,24,,,,,,,,
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Bạc Liêu,Số người chết do AIDS,,,,,,,,,,33,38,32,21,47,20,,,,,,,,
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Cà Mau,Số người chết do AIDS,,,,,,,,,,10,6,9,25,26,8,,,,,,,,
Số người nhiễm HIVAIDS và số người chết do AIDS phân theo địa phương,Không xác định,Số người chết do AIDS,,,,,,,,,,..,124,..,..,..,..,,,,,,,,
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,CẢ NƯỚC,,,,,,,,,,,,,,,,,,73.49,73.6,73.66,73.64,,,73.64
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đồng bằng sông Hồng,,,,,,,,,,,,,,,,,,74.72,74.81,74.84,75.16,,,75.16
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hà Nội,,,,,,,,,,,,,,,,,,75.4,75.47,75.47,75.66,,,76.04
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Vĩnh Phúc,,,,,,,,,,,,,,,,,,74.24,74.31,74.0,74.36,,,74.36
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bắc Ninh,,,,,,,,,,,,,,,,,,74.26,74.34,74.05,74.26,,,74.26
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Quảng Ninh,,,,,,,,,,,,,,,,,,73.4,73.49,73.43,73.49,,,73.49
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hải Dương,,,,,,,,,,,,,,,,,,74.71,74.79,74.83,74.84,,,74.84
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hải Phòng,,,,,,,,,,,,,,,,,,74.6,74.67,74.54,74.68,,,74.68
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hưng Yên,,,,,,,,,,,,,,,,,,74.5,74.59,74.7,74.66,,,74.66
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Thái Bình,,,,,,,,,,,,,,,,,,75.35,75.43,74.91,75.41,,,75.41
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hà Nam,,,,,,,,,,,,,,,,,,74.59,74.66,74.7,74.69,,,74.69
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Nam Định,,,,,,,,,,,,,,,,,,74.37,74.46,74.55,74.48,,,74.48
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Ninh Bình,,,,,,,,,,,,,,,,,,73.66,73.75,74.17,74.25,,,74.25
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Trung du và miền núi phía Bắc,,,,,,,,,,,,,,,,,,70.95,71.15,71.39,71.2,,,71.2
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hà Giang,,,,,,,,,,,,,,,,,,67.74,67.88,68.4,68.78,,,68.78
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Cao Bằng,,,,,,,,,,,,,,,,,,70.46,70.6,70.56,71.36,,,71.36
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bắc Kạn,,,,,,,,,,,,,,,,,,72.49,72.62,72.58,72.59,,,72.59
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Tuyên Quang,,,,,,,,,,,,,,,,,,72.15,72.25,72.28,72.18,,,72.18
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Lào Cai,,,,,,,,,,,,,,,,,,69.01,69.16,69.26,69.96,,,69.96
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Yên Bái,,,,,,,,,,,,,,,,,,69.54,69.68,69.56,69.66,,,69.66
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Thái Nguyên,,,,,,,,,,,,,,,,,,73.53,73.62,73.68,73.7,,,73.7
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Lạng Sơn,,,,,,,,,,,,,,,,,,72.24,72.35,72.42,72.45,,,72.45
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bắc Giang,,,,,,,,,,,,,,,,,,73.31,73.4,73.45,73.42,,,73.42
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Phú Thọ,,,,,,,,,,,,,,,,,,73.4,73.5,73.44,73.53,,,73.53
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Điện Biên,,,,,,,,,,,,,,,,,,67.69,67.83,68.44,68.44,,,68.44
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Lai Châu,,,,,,,,,,,,,,,,,,65.66,65.83,66.69,67.9,,,67.9
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Sơn La,,,,,,,,,,,,,,,,,,70.78,70.9,70.96,70.94,,,70.94
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hòa Bình,,,,,,,,,,,,,,,,,,72.57,72.66,72.6,72.69,,,72.69
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bắc Trung Bộ và duyên hải miền Trung,,,,,,,,,,,,,,,,,,72.93,73.04,73.15,73.42,,,73.42
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Thanh Hóa,,,,,,,,,,,,,,,,,,73.26,73.35,73.42,73.43,,,73.43
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Nghệ An,,,,,,,,,,,,,,,,,,72.78,72.88,73.09,73.15,,,73.15
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hà Tĩnh,,,,,,,,,,,,,,,,,,72.67,72.77,72.59,72.81,,,72.81
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Quảng Bình,,,,,,,,,,,,,,,,,,72.72,72.11,72.65,72.86,,,72.86
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Quảng Trị,,,,,,,,,,,,,,,,,,68.18,68.31,68.17,69.3,,,69.3
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Thừa Thiên - Huế,,,,,,,,,,,,,,,,,,71.68,71.79,71.71,72.31,,,72.31
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đà Nẵng,,,,,,,,,,,,,,,,,,76.04,76.1,76.27,76.18,,,76.18
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Quảng Nam,,,,,,,,,,,,,,,,,,72.84,72.94,73.04,73.1,,,73.1
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Quảng Ngãi,,,,,,,,,,,,,,,,,,72.4,72.51,72.37,72.53,,,72.53
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bình Định,,,,,,,,,,,,,,,,,,73.38,73.48,73.51,73.47,,,73.47
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Phú Yên,,,,,,,,,,,,,,,,,,73.37,73.46,73.57,73.52,,,73.52
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Khánh Hòa,,,,,,,,,,,,,,,,,,73.79,73.87,73.52,73.93,,,73.93
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Ninh Thuận,,,,,,,,,,,,,,,,,,72.93,73.01,72.92,73.14,,,73.14
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bình Thuận,,,,,,,,,,,,,,,,,,74.38,74.47,74.56,74.65,,,74.65
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Tây Nguyên,,,,,,,,,,,,,,,,,,70.27,70.33,71.03,71.07,,,71.07
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Kon Tum,,,,,,,,,,,,,,,,,,66.59,66.73,67.65,68.01,,,68.01
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Gia Lai,,,,,,,,,,,,,,,,,,69.74,69.88,70.07,71.17,,,71.17
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đắk Lắk,,,,,,,,,,,,,,,,,,70.44,70.55,70.99,71.42,,,71.42
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đắk Nông,,,,,,,,,,,,,,,,,,69.92,70.04,70.12,70.29,,,70.29
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Lâm Đồng,,,,,,,,,,,,,,,,,,72.94,73.04,73.29,73.27,,,73.27
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đông Nam Bộ,,,,,,,,,,,,,,,,,,76.17,75.69,76.18,76.11,,,76.11
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bình Phước,,,,,,,,,,,,,,,,,,73.77,73.86,73.95,73.98,,,73.98
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Tây Ninh,,,,,,,,,,,,,,,,,,74.69,74.77,74.74,74.81,,,74.81
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bình Dương,,,,,,,,,,,,,,,,,,75.98,74.75,74.75,74.75,,,74.75
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đồng Nai,,,,,,,,,,,,,,,,,,76.6,76.67,76.3,76.26,,,76.26
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bà Rịa - Vũng Tàu,,,,,,,,,,,,,,,,,,76.35,76.41,76.47,76.41,,,76.41
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,TP. Hồ Chí Minh,,,,,,,,,,,,,,,,,,76.56,76.62,76.46,76.24,,,76.25
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đồng bằng sông Cửu Long,,,,,,,,,,,,,,,,,,74.86,74.96,74.92,75.04,,,75.04
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Long An,,,,,,,,,,,,,,,,,,75.68,75.76,75.61,75.75,,,76.12
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Tiền Giang,,,,,,,,,,,,,,,,,,75.9,75.96,76.12,75.95,,,75.95
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bến Tre,,,,,,,,,,,,,,,,,,75.57,75.66,75.61,75.66,,,75.66
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Trà Vinh,,,,,,,,,,,,,,,,,,74.48,74.58,74.77,74.65,,,74.65
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Vĩnh Long,,,,,,,,,,,,,,,,,,75.42,75.48,75.57,75.42,,,75.42
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Đồng Tháp,,,,,,,,,,,,,,,,,,74.65,74.72,74.88,74.71,,,74.71
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,An Giang,,,,,,,,,,,,,,,,,,73.65,73.74,73.77,73.71,,,73.71
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Kiên Giang,,,,,,,,,,,,,,,,,,74.37,74.46,74.45,74.44,,,74.44
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Cần Thơ,,,,,,,,,,,,,,,,,,75.8,75.9,75.97,75.8,,,75.8
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Hậu Giang,,,,,,,,,,,,,,,,,,75.44,75.52,75.53,75.54,,,75.54
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Sóc Trăng,,,,,,,,,,,,,,,,,,74.15,74.23,74.35,74.29,,,74.29
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Bạc Liêu,,,,,,,,,,,,,,,,,,74.55,74.62,74.72,74.61,,,74.61
Tuổi thọ trung bình tính từ lúc sinh phân theo địa phương chia theo Tỉnh-Thành phố và Năm,Cà Mau,,,,,,,,,,,,,,,,,,74.88,74.98,75.31,75.12,,,75.12
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,CẢ NƯỚC,Tổng số,158873,160134,166257,170276,176792,188130,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đồng bằng sông Hồng,Tổng số,35620,36159,37329,37712,38609,40509,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Nội,Tổng số,4259,4269,4337,4365,4374,4448,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Tây,Tổng số,4065,4170,4184,4280,4300,4560,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Vĩnh Phúc,Tổng số,1821,1821,2066,2066,2287,2583,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bắc Ninh,Tổng số,1744,1887,1885,1935,2030,2135,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Ninh,Tổng số,2592,2679,2729,2856,2856,3006,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hải Dương,Tổng số,3532,3547,3727,3805,3892,4227,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hải Phòng,Tổng số,4940,4920,5044,5150,5240,5430,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hưng Yên,Tổng số,2115,2121,2135,2185,2205,2375,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Thái Bình,Tổng số,2810,3040,3427,3210,3425,3555,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Nam,Tổng số,2260,2260,2290,2340,2340,2390,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Nam Định,Tổng số,3442,3405,3465,3475,3615,3715,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Ninh Bình,Tổng số,2040,2040,2040,2045,2045,2085,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Trung du và miền núi phía Bắc,Tổng số,26050,26516,27962,28391,29127,30123,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Giang,Tổng số,1444,1439,1560,1560,1650,1759,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Cao Bằng,Tổng số,1616,1637,1709,1788,1835,1910,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bắc Kạn,Tổng số,1006,1036,1075,1055,1105,1127,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Tuyên Quang,Tổng số,1780,1905,1880,1995,1455,1965,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Lào Cai,Tổng số,2250,2350,2585,2190,2230,2180,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Yên Bái,Tổng số,2052,2052,2112,2152,2192,2302,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Thái Nguyên,Tổng số,2600,2636,2710,2740,3174,2855,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Lạng Sơn,Tổng số,1678,1698,1748,1868,1908,1909,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bắc Giang,Tổng số,3080,3180,3340,3340,3565,3645,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Phú Thọ,Tổng số,2544,2552,2825,2920,2920,3112,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Điện Biên,Tổng số,..,..,1126,1176,1200,1303,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Lai Châu,Tổng số,1401,1526,791,818,877,919,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Sơn La,Tổng số,2555,2560,2665,2825,2825,2855,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hoà Bình,Tổng số,2044,1945,1836,1964,2191,2282,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bắc Trung Bộ và Duyên hải miền Trung,Tổng số,41252,39348,39522,40556,41053,43625,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Thanh Hoá,Tổng số,11266,8606,8343,8618,8234,8460,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Nghệ An,Tổng số,5970,6035,6035,6170,6310,6745,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Tĩnh,Tổng số,3259,3479,3525,3525,3715,3865,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Bình,Tổng số,1780,1780,1845,1860,2122,1830,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Trị,Tổng số,1421,1457,1554,1549,1579,1794,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Thừa Thiên Huế,Tổng số,1325,1415,1415,1560,1550,1550,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đà Nẵng,Tổng số,2222,2262,2242,2390,1766,2592,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Nam,Tổng số,2937,2962,3289,3266,3631,3651,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Ngãi,Tổng số,2443,2423,2375,2340,2463,2560,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bình Định,Tổng số,2679,2705,2610,2640,2632,2976,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Phú Yên,Tổng số,1320,1335,1350,1360,1355,1500,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Khánh Hoà,Tổng số,1615,1799,1829,2023,2166,2287,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Ninh Thuận,Tổng số,1085,1095,1115,1115,1210,1305,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bình Thuận,Tổng số,1930,1995,1995,2140,2320,2510,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Tây Nguyên,Tổng số,7961,8087,8704,9120,9899,10267,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Kon Tum,Tổng số,1250,1280,1340,1400,1470,1470,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Gia Lai,Tổng số,2270,2261,2331,2420,2580,2660,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đắk Lắk,Tổng số,2266,2314,2174,2338,2747,2928,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đắk Nông,Tổng số,..,..,599,648,648,709,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Lâm Đồng,Tổng số,2175,2232,2260,2314,2454,2500,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đông Nam Bộ,Tổng số,23391,24378,26146,26829,28717,31850,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bình Phước,Tổng số,792,961,1057,1098,1138,1592,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Tây Ninh,Tổng số,1745,1740,1745,1750,1730,1730,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bình Dương,Tổng số,1241,1471,1548,1825,1925,2025,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đồng Nai,Tổng số,3285,3325,3455,3455,3816,4125,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bà Rịa - Vũng Tàu,Tổng số,1086,1144,1162,1224,1402,1436,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,TP.Hồ Chí Minh,Tổng số,15242,15737,17179,17477,18706,20942,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đồng bằng sông Cửu Long,Tổng số,24599,25646,26594,27668,29387,31756,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Long An,Tổng số,2105,1944,2040,2074,2324,2705,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Tiền Giang,Tổng số,2547,2672,2796,2801,3016,3175,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bến Tre,Tổng số,1866,1959,2100,2290,2310,2610,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Trà Vinh,Tổng số,1340,1355,1370,1370,1400,1580,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Vĩnh Long,Tổng số,1450,1480,1480,1695,1695,1695,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đồng Tháp,Tổng số,2113,2382,2438,2518,2816,3165,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,An Giang,Tổng số,3689,3774,3824,3984,4074,4360,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Kiên Giang,Tổng số,2470,2794,2938,3056,3218,3390,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Cần Thơ,Tổng số,2466,2519,1973,1424,1600,1600,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hậu Giang,Tổng số,..,..,479,965,1178,1498,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Sóc Trăng,Tổng số,1463,1494,1661,1731,1846,2056,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bạc Liêu,Tổng số,1136,1184,1167,1347,1382,1410,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Cà Mau,Tổng số,1954,2089,2328,2413,2528,2512,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,CẢ NƯỚC,Bệnh viện,97928,101696,108584,111286,117355,127553,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Đồng bằng sông Hồng,Bệnh viện,22435,23004,24397,24771,25746,27601,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Nội,Bệnh viện,3380,3390,3691,3851,3921,4006,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hà Tây,Bệnh viện,2160,2280,2365,2380,2380,2640,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Vĩnh Phúc,Bệnh viện,950,950,1115,1115,1275,1480,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Bắc Ninh,Bệnh viện,1010,1133,1110,1150,1235,1330,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Quảng Ninh,Bệnh viện,1890,1960,2010,2140,2140,2290,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hải Dương,Bệnh viện,2150,2150,2310,2360,2445,2795,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hải Phòng,Bệnh viện,3470,3480,3594,3690,3830,4050,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Hưng Yên,Bệnh viện,1270,1276,1300,1350,1400,1550,,,,,,,,,,,,,,,,,
Số giường bệnh trực thuộc sở Y tế phân theo địa phương,Thái Bình,Bệnh viện,1815,2005,2392,2175,2410,2540,,,,,,,,,,,,,,,,,
